case_index	diff_path	status	rc	logdir	workdir
75	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_24/3/ibex_fetch_fifo.sv.diff	APPLY_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/75	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/75
76	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_24/4/ibex_if_stage.sv.diff	APPLY_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/76	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/76
78	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_3/0/ibex_load_store_unit.sv.diff	BUILD_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/78	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/78
80	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_3/2/ibex_core.sv.diff	BUILD_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/80	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/80
24	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_13/4/ibex_controller.sv.diff	OK	0	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/24	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/24
25	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_1/3/ibex_multdiv_fast.sv.diff	SIM_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/25	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/25
30	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_1/4/ibex_id_stage.sv.diff	SIM_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/30	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/30
32	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_15/1/ibex_fetch_fifo.sv.diff	SIM_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/32	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/32
84	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_4/1/ibex_wb_stage.sv.diff	BUILD_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/84	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/84
40	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_17/2/ibex_core.sv.diff	SIM_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/40	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/40
28	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_14/3/ibex_load_store_unit.sv.diff	OK	0	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/28	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/28
27	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_14/1/ibex_prefetch_buffer.sv.diff	OK	0	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/27	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/27
29	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_14/4/ibex_compressed_decoder.sv.diff	OK	0	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/29	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/29
31	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_15/0/ibex_prefetch_buffer.sv.diff	OK	0	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/31	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/31
33	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_15/2/ibex_cs_registers.sv.diff	OK	0	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/33	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/33
66	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_2/2/ibex_id_stage.sv.diff	SIM_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/66	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/66
89	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_5/4/ibex_wb_stage.sv.diff	BUILD_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/89	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/89
77	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_2/4/ibex_prefetch_buffer.sv.diff	SIM_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/77	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/77
92	/home/dinghy/versys/ibex-cpufuzz/bluesfl/ibex/dataset/dataset0/dataset_6/2/ibex_core.sv.diff	BUILD_FAIL	1	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/logs/92	/mnt/sda/bluesfl-tmp/cosim_run_2026-06-24-22-25-05_536898/work/92
